date,site_id,page_category,ad_unit,ad_format,device,traffic_source,ad_requests,impressions,viewable_impressions,clicks,revenue,sessions,users,page_views,avg_time_on_page_seconds,avg_scroll_depth_pct,bounces,returning_user_rate,ctr,ecpm,fill_rate,viewability_rate,rps,rpm,bounce_rate
2026-03-01,site B,notícias,topo da página,nativo,computador,referência,6,6,4,0,0.03382,1,1,1,24.9,80.8,1,1.0,0.0,5.636666666666667,1.0,0.6666666666666666,0.03382,33.82,1.0
2026-03-01,site B,notícias,meio do artigo,mídia rica,computador,newsletter,4,3,2,0,0.03212,1,1,1,10.7,59.6,1,0.0,0.0,10.706666666666669,0.75,0.6666666666666666,0.03212,32.120000000000005,1.0
2026-03-01,site C,tecnologia,topo da página,vídeo,celular,orgânico,4,4,4,0,0.03205,1,1,1,57.2,62.0,0,0.0,0.0,8.012500000000001,1.0,1.0,0.03205,32.050000000000004,0.0
2026-03-01,site A,notícias,topo da página,mídia rica,celular,referência,5,5,1,0,0.03073,2,2,2,41.7,78.85,2,0.0,0.0,6.146,1.0,0.2,0.015365,15.365,1.0
2026-03-01,site B,entretenimento,topo da página,banner,celular,orgânico,5,5,5,0,0.02757,1,1,1,76.1,92.2,0,0.0,0.0,5.514,1.0,1.0,0.02757,27.57,0.0
2026-03-01,site A,esportes,intersticial,mídia rica,computador,newsletter,3,3,1,0,0.0274,1,1,1,36.5,74.8,0,0.0,0.0,9.133333333333335,1.0,0.3333333333333333,0.0274,27.400000000000002,0.0
2026-03-01,site B,notícias,intersticial,vídeo,celular,redes sociais,6,4,2,0,0.02638,1,1,1,58.7,45.9,1,0.0,0.0,6.595,0.6666666666666666,0.5,0.02638,26.38,1.0
2026-03-01,site A,esportes,rodapé fixo,vídeo,celular,direto,6,4,2,0,0.02591,1,1,1,33.8,25.5,1,1.0,0.0,6.4775,0.6666666666666666,0.5,0.02591,25.91,1.0
2026-03-01,site A,estilo de vida,lateral,vídeo,computador,direto,2,2,2,0,0.02541,1,1,1,19.1,49.7,0,1.0,0.0,12.705,1.0,1.0,0.02541,25.41,0.0
2026-03-01,site C,finanças,meio do artigo,banner,celular,redes sociais,4,4,3,1,0.02535,1,1,1,18.5,78.6,1,1.0,0.25,6.3375,1.0,0.75,0.02535,25.35,1.0
2026-03-01,site B,entretenimento,topo da página,nativo,celular,direto,6,5,3,0,0.02442,1,1,1,32.9,52.9,1,1.0,0.0,4.884,0.8333333333333334,0.6,0.02442,24.42,1.0
2026-03-01,site B,entretenimento,rodapé fixo,banner,celular,direto,5,5,5,0,0.02379,1,1,1,83.6,30.1,1,0.0,0.0,4.758,1.0,1.0,0.02379,23.79,1.0
2026-03-01,site A,finanças,topo da página,mídia rica,celular,newsletter,5,5,4,0,0.02358,1,1,1,93.0,20.4,0,1.0,0.0,4.716,1.0,0.8,0.02358,23.580000000000002,0.0
2026-03-01,site B,finanças,intersticial,banner,celular,orgânico,5,4,1,0,0.02219,1,1,1,95.8,58.1,1,1.0,0.0,5.5475,0.8,0.25,0.02219,22.19,1.0
2026-03-01,site B,notícias,rodapé fixo,nativo,celular,orgânico,6,4,3,0,0.02184,1,1,1,37.5,19.5,0,0.0,0.0,5.46,0.6666666666666666,0.75,0.02184,21.84,0.0
2026-03-01,site C,entretenimento,topo da página,banner,computador,orgânico,6,5,4,0,0.02145,1,1,1,38.3,36.3,0,1.0,0.0,4.29,0.8333333333333334,0.8,0.02145,21.45,0.0
2026-03-01,site C,estilo de vida,topo da página,banner,computador,direto,6,6,3,0,0.02043,1,1,1,61.8,78.8,0,0.0,0.0,3.405,1.0,0.5,0.02043,20.43,0.0
2026-03-01,site B,tecnologia,rodapé fixo,mídia rica,celular,redes sociais,3,3,3,0,0.02029,1,1,1,99.3,70.3,1,0.0,0.0,6.763333333333333,1.0,1.0,0.02029,20.29,1.0
2026-03-01,site A,entretenimento,meio do artigo,vídeo,computador,newsletter,3,3,3,0,0.02017,1,1,1,98.6,70.8,1,1.0,0.0,6.723333333333334,1.0,1.0,0.02017,20.17,1.0
2026-03-01,site C,tecnologia,topo da página,nativo,celular,direto,4,4,3,0,0.01981,1,1,1,58.8,40.1,1,1.0,0.0,4.952500000000001,1.0,0.75,0.01981,19.810000000000002,1.0
2026-03-01,site C,tecnologia,topo da página,nativo,computador,direto,4,3,1,0,0.01958,1,1,1,74.5,69.0,1,1.0,0.0,6.526666666666667,0.75,0.3333333333333333,0.01958,19.580000000000002,1.0
2026-03-01,site A,estilo de vida,topo da página,mídia rica,celular,referência,4,4,2,0,0.01947,1,1,1,68.3,33.7,0,0.0,0.0,4.867500000000001,1.0,0.5,0.01947,19.470000000000002,0.0
2026-03-01,site C,esportes,rodapé fixo,banner,celular,orgânico,6,5,4,0,0.01935,1,1,1,127.5,60.8,1,0.0,0.0,3.8699999999999997,0.8333333333333334,0.8,0.01935,19.349999999999998,1.0
2026-03-01,site A,estilo de vida,intersticial,nativo,computador,direto,3,2,2,0,0.01895,1,1,1,69.2,73.5,0,1.0,0.0,9.475000000000001,0.6666666666666666,1.0,0.01895,18.950000000000003,0.0
2026-03-01,site B,finanças,lateral,banner,computador,referência,6,5,2,0,0.01815,1,1,1,18.0,78.1,1,1.0,0.0,3.63,0.8333333333333334,0.4,0.01815,18.15,1.0
2026-03-01,site A,esportes,meio do artigo,vídeo,celular,direto,4,3,2,0,0.01756,1,1,1,64.1,73.2,0,0.0,0.0,5.853333333333333,0.75,0.6666666666666666,0.01756,17.56,0.0
2026-03-01,site A,esportes,topo da página,nativo,computador,orgânico,4,3,1,0,0.01739,2,2,2,50.05,57.7,1,0.0,0.0,5.796666666666667,0.75,0.3333333333333333,0.008695,8.695,0.5
2026-03-01,site B,entretenimento,meio do artigo,banner,celular,direto,6,5,4,0,0.01692,1,1,1,110.4,91.3,0,0.0,0.0,3.3840000000000003,0.8333333333333334,0.8,0.01692,16.92,0.0
2026-03-01,site A,notícias,meio do artigo,banner,celular,orgânico,2,2,1,0,0.01688,1,1,1,52.3,92.9,0,0.0,0.0,8.44,1.0,0.5,0.01688,16.88,0.0
2026-03-01,site A,finanças,meio do artigo,banner,celular,referência,6,5,3,0,0.01641,1,1,1,56.4,73.4,1,0.0,0.0,3.282,0.8333333333333334,0.6,0.01641,16.41,1.0
2026-03-01,site A,notícias,intersticial,vídeo,computador,orgânico,2,2,2,0,0.01475,1,1,1,41.6,50.6,1,1.0,0.0,7.375,1.0,1.0,0.01475,14.75,1.0
2026-03-01,site A,notícias,rodapé fixo,banner,tablet,redes sociais,5,4,4,0,0.01426,1,1,1,29.3,60.8,0,0.0,0.0,3.565,0.8,1.0,0.01426,14.26,0.0
2026-03-01,site A,esportes,meio do artigo,banner,celular,redes sociais,3,3,1,0,0.01416,1,1,1,96.7,56.4,1,0.0,0.0,4.72,1.0,0.3333333333333333,0.01416,14.16,1.0
2026-03-01,site A,notícias,topo da página,banner,computador,orgânico,3,2,1,0,0.01402,1,1,1,93.9,36.0,0,1.0,0.0,7.01,0.6666666666666666,0.5,0.01402,14.02,0.0
2026-03-01,site B,estilo de vida,meio do artigo,banner,celular,redes sociais,6,5,2,0,0.01369,1,1,1,87.1,73.4,0,0.0,0.0,2.7380000000000004,0.8333333333333334,0.4,0.01369,13.690000000000001,0.0
2026-03-01,site A,notícias,meio do artigo,nativo,celular,redes sociais,5,3,3,0,0.01359,1,1,1,100.0,46.5,1,0.0,0.0,4.53,0.6,1.0,0.01359,13.59,1.0
2026-03-01,site C,estilo de vida,lateral,vídeo,celular,redes sociais,2,2,1,0,0.01324,1,1,1,45.0,82.8,0,1.0,0.0,6.62,1.0,0.5,0.01324,13.24,0.0
2026-03-01,site B,finanças,topo da página,banner,computador,redes sociais,5,5,3,0,0.01315,1,1,1,15.1,83.7,1,1.0,0.0,2.63,1.0,0.6,0.01315,13.15,1.0
2026-03-01,site B,esportes,meio do artigo,banner,computador,orgânico,3,3,1,0,0.01265,1,1,1,143.3,54.0,0,0.0,0.0,4.216666666666667,1.0,0.3333333333333333,0.01265,12.65,0.0
2026-03-01,site C,notícias,topo da página,banner,computador,referência,2,2,2,0,0.01252,1,1,1,7.4,35.0,0,1.0,0.0,6.26,1.0,1.0,0.01252,12.52,0.0
2026-03-01,site B,estilo de vida,lateral,banner,computador,orgânico,4,3,2,0,0.01207,1,1,1,67.7,68.3,0,1.0,0.0,4.023333333333333,0.75,0.6666666666666666,0.01207,12.07,0.0
2026-03-01,site A,estilo de vida,rodapé fixo,nativo,computador,direto,5,3,2,0,0.01191,1,1,1,27.3,77.0,1,0.0,0.0,3.97,0.6,0.6666666666666666,0.01191,11.91,1.0
2026-03-01,site A,finanças,lateral,nativo,celular,orgânico,2,2,2,0,0.01175,1,1,1,11.4,69.9,0,0.0,0.0,5.875,1.0,1.0,0.01175,11.75,0.0
2026-03-01,site A,notícias,meio do artigo,mídia rica,computador,orgânico,4,3,2,0,0.01156,1,1,1,104.8,62.2,0,1.0,0.0,3.8533333333333335,0.75,0.6666666666666666,0.01156,11.56,0.0
2026-03-01,site B,finanças,rodapé fixo,mídia rica,computador,direto,3,2,0,0,0.01062,1,1,1,20.0,64.3,0,0.0,0.0,5.31,0.6666666666666666,0.0,0.01062,10.62,0.0
2026-03-01,site B,entretenimento,rodapé fixo,mídia rica,computador,direto,2,2,2,0,0.0104,1,1,1,84.2,35.6,1,0.0,0.0,5.2,1.0,1.0,0.0104,10.4,1.0
2026-03-01,site B,finanças,meio do artigo,banner,computador,orgânico,5,2,0,0,0.00986,2,2,2,59.099999999999994,53.650000000000006,0,0.5,0.0,4.930000000000001,0.4,0.0,0.00493,4.930000000000001,0.0
2026-03-01,site A,finanças,lateral,banner,celular,newsletter,3,2,0,0,0.0098,1,1,1,83.0,54.0,0,0.0,0.0,4.8999999999999995,0.6666666666666666,0.0,0.0098,9.799999999999999,0.0
2026-03-01,site A,notícias,rodapé fixo,banner,celular,redes sociais,3,3,1,0,0.00977,1,1,1,34.6,48.8,1,1.0,0.0,3.2566666666666664,1.0,0.3333333333333333,0.00977,9.77,1.0
2026-03-01,site C,notícias,topo da página,nativo,celular,redes sociais,3,2,1,0,0.00964,1,1,1,46.3,81.3,0,1.0,0.0,4.819999999999999,0.6666666666666666,0.5,0.00964,9.639999999999999,0.0
2026-03-01,site A,notícias,rodapé fixo,nativo,celular,direto,5,3,3,1,0.00943,1,1,1,56.6,79.5,0,0.0,0.3333333333333333,3.143333333333333,0.6,1.0,0.00943,9.43,0.0
2026-03-01,site A,tecnologia,rodapé fixo,banner,computador,redes sociais,3,1,0,0,0.0086,1,1,1,80.7,39.0,1,0.0,0.0,8.6,0.3333333333333333,0.0,0.0086,8.6,1.0
2026-03-01,site A,entretenimento,meio do artigo,banner,celular,referência,5,4,2,0,0.0084,1,1,1,14.5,39.1,0,0.0,0.0,2.1,0.8,0.5,0.0084,8.4,0.0
2026-03-01,site C,esportes,lateral,banner,computador,orgânico,2,1,0,0,0.00796,1,1,1,8.5,28.1,0,0.0,0.0,7.96,0.5,0.0,0.00796,7.96,0.0
2026-03-01,site A,entretenimento,topo da página,mídia rica,celular,direto,5,2,2,0,0.0078,1,1,1,87.5,26.1,0,0.0,0.0,3.9,0.4,1.0,0.0078,7.8,0.0
2026-03-01,site A,entretenimento,lateral,banner,celular,orgânico,1,1,0,0,0.00762,1,1,1,191.8,79.4,0,0.0,0.0,7.62,1.0,0.0,0.00762,7.62,0.0
2026-03-01,site C,notícias,lateral,nativo,celular,orgânico,1,1,1,0,0.00739,1,1,1,89.2,50.1,1,1.0,0.0,7.39,1.0,1.0,0.00739,7.39,1.0
2026-03-01,site A,entretenimento,topo da página,banner,celular,referência,3,2,2,0,0.00736,1,1,1,14.1,38.2,0,1.0,0.0,3.68,0.6666666666666666,1.0,0.00736,7.36,0.0
2026-03-01,site A,entretenimento,rodapé fixo,banner,tablet,direto,3,2,2,0,0.0069,1,1,1,84.1,47.0,0,0.0,0.0,3.4499999999999997,0.6666666666666666,1.0,0.0069,6.8999999999999995,0.0
2026-03-01,site A,esportes,intersticial,nativo,celular,redes sociais,4,1,0,0,0.00504,1,1,1,23.5,33.4,0,0.0,0.0,5.04,0.25,0.0,0.00504,5.04,0.0
2026-03-01,site A,entretenimento,lateral,banner,tablet,orgânico,3,2,1,0,0.00502,1,1,1,31.4,70.6,1,0.0,0.0,2.5100000000000002,0.6666666666666666,0.5,0.00502,5.0200000000000005,1.0
2026-03-01,site B,notícias,lateral,banner,computador,referência,2,2,1,0,0.00321,1,1,1,45.9,53.8,0,0.0,0.0,1.605,1.0,0.5,0.00321,3.21,0.0
2026-03-01,site B,entretenimento,topo da página,banner,celular,redes sociais,3,2,1,0,0.00241,1,1,1,123.6,50.7,1,1.0,0.0,1.2049999999999998,0.6666666666666666,0.5,0.00241,2.4099999999999997,1.0
2026-03-01,site A,estilo de vida,topo da página,mídia rica,tablet,orgânico,1,0,0,0,0.00228,1,1,1,34.3,74.9,0,1.0,0.0,0.0,0.0,0.0,0.00228,2.28,0.0
2026-03-01,site C,estilo de vida,rodapé fixo,banner,computador,redes sociais,1,0,0,0,0.0022,1,1,1,152.7,8.8,0,1.0,0.0,0.0,0.0,0.0,0.0022,2.2,0.0
2026-03-01,site A,notícias,rodapé fixo,banner,tablet,orgânico,1,0,0,0,0.00211,1,1,1,28.3,68.5,0,0.0,0.0,0.0,0.0,0.0,0.00211,2.11,0.0
2026-03-01,site C,estilo de vida,topo da página,nativo,celular,redes sociais,1,1,1,0,0.00195,1,1,1,47.1,40.9,0,0.0,0.0,1.95,1.0,1.0,0.00195,1.95,0.0
2026-03-01,site A,esportes,rodapé fixo,nativo,celular,direto,1,1,1,0,0.00175,1,1,1,47.3,68.3,0,0.0,0.0,1.75,1.0,1.0,0.00175,1.75,0.0
2026-03-01,site A,notícias,lateral,vídeo,celular,orgânico,3,1,1,0,0.00161,1,1,1,22.8,34.9,1,0.0,0.0,1.61,0.3333333333333333,1.0,0.00161,1.61,1.0
2026-03-01,site A,estilo de vida,topo da página,nativo,computador,redes sociais,1,1,1,0,0.00136,1,1,1,96.4,54.3,1,1.0,0.0,1.36,1.0,1.0,0.00136,1.36,1.0
2026-03-01,site A,finanças,lateral,banner,tablet,redes sociais,1,0,0,0,0.0,1,1,1,26.9,66.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-01,site C,finanças,lateral,banner,computador,referência,1,0,0,0,0.0,1,1,1,13.1,100.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-02,site A,finanças,topo da página,vídeo,computador,orgânico,6,6,6,1,0.09813,1,1,1,28.2,73.0,0,1.0,0.16666666666666666,16.355,1.0,1.0,0.09813,98.13,0.0
2026-03-02,site A,tecnologia,meio do artigo,banner,computador,redes sociais,12,11,6,0,0.07454,2,2,2,93.85,60.6,1,0.5,0.0,6.7763636363636355,0.9166666666666666,0.5454545454545454,0.03727,37.269999999999996,0.5
2026-03-02,site C,notícias,topo da página,mídia rica,computador,direto,6,6,2,0,0.07113,1,1,1,76.7,60.7,1,0.0,0.0,11.854999999999999,1.0,0.3333333333333333,0.07113,71.13,1.0
2026-03-02,site B,notícias,topo da página,banner,computador,orgânico,10,9,8,0,0.05396,2,2,2,46.4,80.0,0,0.0,0.0,5.995555555555556,0.9,0.8888888888888888,0.02698,26.98,0.0
2026-03-02,site A,finanças,meio do artigo,nativo,computador,direto,7,7,5,0,0.03808,2,2,2,59.1,69.85,1,0.5,0.0,5.44,1.0,0.7142857142857143,0.01904,19.040000000000003,0.5
2026-03-02,site A,entretenimento,rodapé fixo,nativo,celular,referência,5,5,3,0,0.03759,1,1,1,64.7,45.2,0,1.0,0.0,7.517999999999999,1.0,0.6,0.03759,37.589999999999996,0.0
2026-03-02,site B,finanças,topo da página,banner,celular,orgânico,6,6,3,0,0.03729,1,1,1,48.1,45.3,1,1.0,0.0,6.215,1.0,0.5,0.03729,37.29,1.0
2026-03-02,site B,notícias,topo da página,mídia rica,tablet,referência,6,5,4,0,0.03542,1,1,1,61.9,89.0,0,0.0,0.0,7.0840000000000005,0.8333333333333334,0.8,0.03542,35.42,0.0
2026-03-02,site A,notícias,meio do artigo,vídeo,computador,referência,6,4,3,0,0.02566,1,1,1,181.8,48.2,0,0.0,0.0,6.415,0.6666666666666666,0.75,0.02566,25.66,0.0
2026-03-02,site A,estilo de vida,intersticial,banner,celular,newsletter,6,6,4,0,0.02544,1,1,1,23.0,80.4,0,0.0,0.0,4.24,1.0,0.6666666666666666,0.02544,25.44,0.0
2026-03-02,site A,finanças,meio do artigo,vídeo,computador,newsletter,6,4,2,0,0.02525,1,1,1,25.6,96.8,0,1.0,0.0,6.3125,0.6666666666666666,0.5,0.02525,25.25,0.0
2026-03-02,site B,tecnologia,meio do artigo,banner,celular,redes sociais,5,5,1,0,0.02374,1,1,1,157.2,70.5,1,1.0,0.0,4.748,1.0,0.2,0.02374,23.740000000000002,1.0
2026-03-02,site A,estilo de vida,meio do artigo,vídeo,celular,orgânico,4,3,1,0,0.0227,1,1,1,23.2,30.7,1,1.0,0.0,7.566666666666667,0.75,0.3333333333333333,0.0227,22.700000000000003,1.0
2026-03-02,site B,finanças,lateral,banner,computador,direto,4,3,2,0,0.02195,1,1,1,35.7,12.0,0,1.0,0.0,7.316666666666666,0.75,0.6666666666666666,0.02195,21.95,0.0
2026-03-02,site A,notícias,rodapé fixo,nativo,computador,direto,3,2,2,0,0.02124,1,1,1,62.0,60.0,0,0.0,0.0,10.62,0.6666666666666666,1.0,0.02124,21.24,0.0
2026-03-02,site A,notícias,meio do artigo,mídia rica,celular,orgânico,3,2,1,0,0.02095,1,1,1,177.2,65.1,1,0.0,0.0,10.475,0.6666666666666666,0.5,0.02095,20.95,1.0
2026-03-02,site C,esportes,rodapé fixo,mídia rica,celular,orgânico,4,3,2,0,0.02052,1,1,1,93.3,20.5,1,0.0,0.0,6.84,0.75,0.6666666666666666,0.02052,20.52,1.0
2026-03-02,site B,esportes,topo da página,mídia rica,computador,direto,2,2,2,0,0.02035,1,1,1,15.2,44.3,0,0.0,0.0,10.175,1.0,1.0,0.02035,20.35,0.0
2026-03-02,site B,notícias,meio do artigo,banner,computador,direto,9,6,6,0,0.01931,2,2,2,21.7,34.75,0,0.5,0.0,3.2183333333333337,0.6666666666666666,1.0,0.009655,9.655000000000001,0.0
2026-03-02,site B,notícias,rodapé fixo,nativo,computador,orgânico,4,3,0,0,0.01914,1,1,1,67.3,73.7,1,0.0,0.0,6.38,0.75,0.0,0.01914,19.14,1.0
2026-03-02,site B,tecnologia,meio do artigo,nativo,celular,direto,6,4,3,0,0.01868,1,1,1,81.0,60.8,0,0.0,0.0,4.67,0.6666666666666666,0.75,0.01868,18.68,0.0
2026-03-02,site C,entretenimento,topo da página,mídia rica,computador,direto,5,4,4,0,0.01836,1,1,1,59.7,78.5,0,0.0,0.0,4.590000000000001,0.8,1.0,0.01836,18.360000000000003,0.0
2026-03-02,site A,estilo de vida,topo da página,mídia rica,tablet,orgânico,3,2,1,0,0.01831,1,1,1,21.4,62.0,0,0.0,0.0,9.155,0.6666666666666666,0.5,0.01831,18.31,0.0
2026-03-02,site B,tecnologia,topo da página,vídeo,celular,orgânico,4,4,1,0,0.01791,1,1,1,24.3,56.2,0,0.0,0.0,4.4775,1.0,0.25,0.01791,17.91,0.0
2026-03-02,site A,tecnologia,topo da página,banner,celular,redes sociais,7,6,5,0,0.0174,2,2,2,88.5,59.05,1,1.0,0.0,2.9,0.8571428571428571,0.8333333333333334,0.0087,8.7,0.5
2026-03-02,site A,estilo de vida,topo da página,nativo,computador,direto,4,4,1,0,0.01708,1,1,1,108.7,67.3,0,1.0,0.0,4.2700000000000005,1.0,0.25,0.01708,17.080000000000002,0.0
2026-03-02,site B,estilo de vida,meio do artigo,vídeo,celular,referência,6,4,4,0,0.01699,1,1,1,80.1,53.5,0,0.0,0.0,4.2475000000000005,0.6666666666666666,1.0,0.01699,16.990000000000002,0.0
2026-03-02,site B,entretenimento,topo da página,banner,celular,newsletter,4,4,2,0,0.01681,1,1,1,42.6,52.1,1,1.0,0.0,4.2025,1.0,0.5,0.01681,16.81,1.0
2026-03-02,site B,finanças,topo da página,banner,computador,orgânico,3,2,1,0,0.01667,1,1,1,32.2,91.3,0,0.0,0.0,8.335,0.6666666666666666,0.5,0.01667,16.67,0.0
2026-03-02,site C,tecnologia,intersticial,banner,tablet,orgânico,5,3,1,0,0.01567,1,1,1,49.8,87.4,0,0.0,0.0,5.223333333333334,0.6,0.3333333333333333,0.01567,15.67,0.0
2026-03-02,site B,esportes,topo da página,banner,celular,orgânico,6,4,1,0,0.01565,1,1,1,112.4,88.9,1,1.0,0.0,3.9125,0.6666666666666666,0.25,0.01565,15.65,1.0
2026-03-02,site A,tecnologia,rodapé fixo,nativo,computador,redes sociais,3,3,2,0,0.01547,1,1,1,171.4,57.7,0,1.0,0.0,5.156666666666666,1.0,0.6666666666666666,0.01547,15.469999999999999,0.0
2026-03-02,site B,notícias,lateral,banner,tablet,redes sociais,5,3,2,0,0.01386,1,1,1,70.8,61.9,1,1.0,0.0,4.62,0.6,0.6666666666666666,0.01386,13.860000000000001,1.0
2026-03-02,site C,entretenimento,rodapé fixo,nativo,computador,referência,5,4,3,0,0.01385,1,1,1,33.8,64.6,1,0.0,0.0,3.4625,0.8,0.75,0.01385,13.85,1.0
2026-03-02,site B,entretenimento,meio do artigo,nativo,tablet,direto,4,4,3,0,0.01383,1,1,1,114.5,65.0,0,0.0,0.0,3.4575,1.0,0.75,0.01383,13.83,0.0
2026-03-02,site B,notícias,lateral,mídia rica,celular,direto,3,2,0,0,0.01379,1,1,1,62.7,58.4,1,1.0,0.0,6.8950000000000005,0.6666666666666666,0.0,0.01379,13.790000000000001,1.0
2026-03-02,site B,tecnologia,intersticial,mídia rica,computador,redes sociais,4,2,0,0,0.01364,1,1,1,77.8,42.2,0,0.0,0.0,6.819999999999999,0.5,0.0,0.01364,13.639999999999999,0.0
2026-03-02,site B,notícias,topo da página,vídeo,celular,direto,2,2,1,0,0.01267,1,1,1,46.2,71.1,0,0.0,0.0,6.335,1.0,0.5,0.01267,12.67,0.0
2026-03-02,site A,estilo de vida,rodapé fixo,nativo,computador,orgânico,4,3,2,0,0.01221,1,1,1,12.1,64.1,0,0.0,0.0,4.07,0.75,0.6666666666666666,0.01221,12.21,0.0
2026-03-02,site B,entretenimento,meio do artigo,banner,computador,orgânico,3,2,2,0,0.01207,1,1,1,72.3,67.5,0,0.0,0.0,6.035,0.6666666666666666,1.0,0.01207,12.07,0.0
2026-03-02,site A,notícias,rodapé fixo,vídeo,computador,redes sociais,5,2,1,0,0.01179,1,1,1,41.1,61.1,0,1.0,0.0,5.8950000000000005,0.4,0.5,0.01179,11.790000000000001,0.0
2026-03-02,site C,estilo de vida,intersticial,banner,computador,referência,5,5,1,0,0.01172,1,1,1,61.3,40.0,0,1.0,0.0,2.344,1.0,0.2,0.01172,11.719999999999999,0.0
2026-03-02,site B,tecnologia,lateral,vídeo,computador,orgânico,4,2,1,0,0.01171,1,1,1,89.0,45.2,0,0.0,0.0,5.8549999999999995,0.5,0.5,0.01171,11.709999999999999,0.0
2026-03-02,site B,estilo de vida,meio do artigo,vídeo,celular,redes sociais,2,2,1,0,0.01169,1,1,1,67.8,82.7,0,0.0,0.0,5.845000000000001,1.0,0.5,0.01169,11.690000000000001,0.0
2026-03-02,site A,tecnologia,rodapé fixo,banner,computador,redes sociais,1,1,1,0,0.01131,1,1,1,63.3,97.4,1,1.0,0.0,11.31,1.0,1.0,0.01131,11.31,1.0
2026-03-02,site A,estilo de vida,meio do artigo,nativo,computador,direto,4,3,2,0,0.01129,1,1,1,47.4,24.8,0,1.0,0.0,3.763333333333333,0.75,0.6666666666666666,0.01129,11.29,0.0
2026-03-02,site A,esportes,lateral,nativo,tablet,orgânico,6,3,2,0,0.01116,1,1,1,54.9,49.1,0,0.0,0.0,3.72,0.5,0.6666666666666666,0.01116,11.16,0.0
2026-03-02,site A,notícias,meio do artigo,banner,celular,referência,2,2,1,0,0.01063,1,1,1,74.1,52.6,1,0.0,0.0,5.315,1.0,0.5,0.01063,10.63,1.0
2026-03-02,site A,notícias,topo da página,mídia rica,celular,redes sociais,3,1,1,0,0.01037,1,1,1,78.7,64.9,0,1.0,0.0,10.370000000000001,0.3333333333333333,1.0,0.01037,10.370000000000001,0.0
2026-03-02,site A,tecnologia,rodapé fixo,banner,celular,orgânico,1,1,1,0,0.01027,1,1,1,63.2,49.4,1,1.0,0.0,10.27,1.0,1.0,0.01027,10.27,1.0
2026-03-02,site C,tecnologia,topo da página,banner,celular,referência,2,2,2,0,0.01026,1,1,1,64.6,72.3,0,0.0,0.0,5.13,1.0,1.0,0.01026,10.26,0.0
2026-03-02,site B,estilo de vida,topo da página,nativo,tablet,referência,2,2,0,0,0.00982,1,1,1,28.2,4.1,0,0.0,0.0,4.91,1.0,0.0,0.00982,9.82,0.0
2026-03-02,site B,notícias,rodapé fixo,banner,tablet,redes sociais,5,3,1,1,0.00969,1,1,1,53.0,41.1,0,1.0,0.3333333333333333,3.2300000000000004,0.6,0.3333333333333333,0.00969,9.690000000000001,0.0
2026-03-02,site B,finanças,topo da página,banner,celular,direto,1,1,0,0,0.00964,1,1,1,23.0,51.4,1,1.0,0.0,9.639999999999999,1.0,0.0,0.00964,9.639999999999999,1.0
